value,source_id,notes_ids,iso3,Country__ESTANDAR,Sex,Years__ESTANDAR
58.3,6547,,VGB,British Virgin Islands,Both sexes,1957
58.8,6547,,VGB,British Virgin Islands,Both sexes,1958
59.5,6547,,VGB,British Virgin Islands,Both sexes,1959
59.6,6547,,VGB,British Virgin Islands,Both sexes,1960
60.2,6547,,VGB,British Virgin Islands,Both sexes,1961
61.6,6547,,VGB,British Virgin Islands,Both sexes,1962
63.5,6547,,VGB,British Virgin Islands,Both sexes,1963
64.6,6547,,VGB,British Virgin Islands,Both sexes,1964
65.2,6547,,VGB,British Virgin Islands,Both sexes,1965
65.3,6547,,VGB,British Virgin Islands,Both sexes,1966
65.1,6547,,VGB,British Virgin Islands,Both sexes,1967
65.0,6547,,VGB,British Virgin Islands,Both sexes,1968
65.5,6547,,VGB,British Virgin Islands,Both sexes,1969
66.6,6547,,VGB,British Virgin Islands,Both sexes,1970
67.1,6547,,VGB,British Virgin Islands,Both sexes,1971
67.1,6547,,VGB,British Virgin Islands,Both sexes,1972
67.8,6547,,VGB,British Virgin Islands,Both sexes,1973
68.0,6547,,VGB,British Virgin Islands,Both sexes,1974
67.8,6547,,VGB,British Virgin Islands,Both sexes,1975
68.1,6547,,VGB,British Virgin Islands,Both sexes,1976
68.2,6547,,VGB,British Virgin Islands,Both sexes,1977
67.6,6547,,VGB,British Virgin Islands,Both sexes,1978
67.5,6547,,VGB,British Virgin Islands,Both sexes,1979
67.7,6547,,VGB,British Virgin Islands,Both sexes,1980
68.4,6547,,VGB,British Virgin Islands,Both sexes,1981
69.9,6547,,VGB,British Virgin Islands,Both sexes,1982
70.9,6547,,VGB,British Virgin Islands,Both sexes,1983
72.1,6547,,VGB,British Virgin Islands,Both sexes,1984
73.4,6547,,VGB,British Virgin Islands,Both sexes,1985
73.7,6547,,VGB,British Virgin Islands,Both sexes,1986
73.5,6547,,VGB,British Virgin Islands,Both sexes,1987
73.7,6547,,VGB,British Virgin Islands,Both sexes,1988
74.0,6547,,VGB,British Virgin Islands,Both sexes,1989
73.9,6547,,VGB,British Virgin Islands,Both sexes,1990
72.9,6547,,VGB,British Virgin Islands,Both sexes,1991
73.3,6547,,VGB,British Virgin Islands,Both sexes,1992
74.0,6547,,VGB,British Virgin Islands,Both sexes,1993
73.6,6547,,VGB,British Virgin Islands,Both sexes,1994
74.2,6547,,VGB,British Virgin Islands,Both sexes,1995
74.6,6547,,VGB,British Virgin Islands,Both sexes,1996
74.4,6547,,VGB,British Virgin Islands,Both sexes,1997
74.9,6547,,VGB,British Virgin Islands,Both sexes,1998
74.4,6547,,VGB,British Virgin Islands,Both sexes,1999
74.0,6547,,VGB,British Virgin Islands,Both sexes,2000
73.8,6547,,VGB,British Virgin Islands,Both sexes,2001
73.9,6547,,VGB,British Virgin Islands,Both sexes,2002
74.0,6547,,VGB,British Virgin Islands,Both sexes,2003
74.3,6547,,VGB,British Virgin Islands,Both sexes,2004
74.7,6547,,VGB,British Virgin Islands,Both sexes,2005
74.9,6547,,VGB,British Virgin Islands,Both sexes,2006
75.0,6547,,VGB,British Virgin Islands,Both sexes,2007
75.0,6547,,VGB,British Virgin Islands,Both sexes,2008
75.3,6547,,VGB,British Virgin Islands,Both sexes,2009
75.4,6547,,VGB,British Virgin Islands,Both sexes,2010
75.5,6547,,VGB,British Virgin Islands,Both sexes,2011
75.5,6547,,VGB,British Virgin Islands,Both sexes,2012
75.6,6547,,VGB,British Virgin Islands,Both sexes,2013
75.6,6547,,VGB,British Virgin Islands,Both sexes,2014
75.7,6547,,VGB,British Virgin Islands,Both sexes,2015
75.7,6547,,VGB,British Virgin Islands,Both sexes,2016
74.8,6547,,VGB,British Virgin Islands,Both sexes,2017
75.8,6547,,VGB,British Virgin Islands,Both sexes,2018
75.9,6547,,VGB,British Virgin Islands,Both sexes,2019
75.8,6547,,VGB,British Virgin Islands,Both sexes,2020
74.5,6547,,VGB,British Virgin Islands,Both sexes,2021
76.4,6547,,VGB,British Virgin Islands,Both sexes,2022
76.5,6547,,VGB,British Virgin Islands,Both sexes,2023
76.7,6547,,VGB,British Virgin Islands,Both sexes,2024
76.9,6547,,VGB,British Virgin Islands,Both sexes,2025
77.0,6547,,VGB,British Virgin Islands,Both sexes,2026
77.2,6547,,VGB,British Virgin Islands,Both sexes,2027
77.4,6547,,VGB,British Virgin Islands,Both sexes,2028
77.5,6547,,VGB,British Virgin Islands,Both sexes,2029
77.7,6547,,VGB,British Virgin Islands,Both sexes,2030
77.9,6547,,VGB,British Virgin Islands,Both sexes,2031
78.0,6547,,VGB,British Virgin Islands,Both sexes,2032
78.2,6547,,VGB,British Virgin Islands,Both sexes,2033
78.3,6547,,VGB,British Virgin Islands,Both sexes,2034
78.5,6547,,VGB,British Virgin Islands,Both sexes,2035
78.7,6547,,VGB,British Virgin Islands,Both sexes,2036
78.8,6547,,VGB,British Virgin Islands,Both sexes,2037
79.0,6547,,VGB,British Virgin Islands,Both sexes,2038
79.2,6547,,VGB,British Virgin Islands,Both sexes,2039
79.3,6547,,VGB,British Virgin Islands,Both sexes,2040
79.5,6547,,VGB,British Virgin Islands,Both sexes,2041
79.7,6547,,VGB,British Virgin Islands,Both sexes,2042
79.8,6547,,VGB,British Virgin Islands,Both sexes,2043
80.0,6547,,VGB,British Virgin Islands,Both sexes,2044
80.2,6547,,VGB,British Virgin Islands,Both sexes,2045
80.3,6547,,VGB,British Virgin Islands,Both sexes,2046
80.5,6547,,VGB,British Virgin Islands,Both sexes,2047
80.6,6547,,VGB,British Virgin Islands,Both sexes,2048
80.8,6547,,VGB,British Virgin Islands,Both sexes,2049
80.9,6547,,VGB,British Virgin Islands,Both sexes,2050
81.1,6547,,VGB,British Virgin Islands,Both sexes,2051
81.3,6547,,VGB,British Virgin Islands,Both sexes,2052
81.4,6547,,VGB,British Virgin Islands,Both sexes,2053
81.6,6547,,VGB,British Virgin Islands,Both sexes,2054
81.7,6547,,VGB,British Virgin Islands,Both sexes,2055
81.9,6547,,VGB,British Virgin Islands,Both sexes,2056
82.0,6547,,VGB,British Virgin Islands,Both sexes,2057
82.2,6547,,VGB,British Virgin Islands,Both sexes,2058
82.3,6547,,VGB,British Virgin Islands,Both sexes,2059
82.5,6547,,VGB,British Virgin Islands,Both sexes,2060
82.6,6547,,VGB,British Virgin Islands,Both sexes,2061
82.8,6547,,VGB,British Virgin Islands,Both sexes,2062
82.9,6547,,VGB,British Virgin Islands,Both sexes,2063
83.0,6547,,VGB,British Virgin Islands,Both sexes,2064
83.2,6547,,VGB,British Virgin Islands,Both sexes,2065
83.3,6547,,VGB,British Virgin Islands,Both sexes,2066
83.4,6547,,VGB,British Virgin Islands,Both sexes,2067
83.6,6547,,VGB,British Virgin Islands,Both sexes,2068
83.7,6547,,VGB,British Virgin Islands,Both sexes,2069
83.8,6547,,VGB,British Virgin Islands,Both sexes,2070
83.9,6547,,VGB,British Virgin Islands,Both sexes,2071
84.1,6547,,VGB,British Virgin Islands,Both sexes,2072
84.2,6547,,VGB,British Virgin Islands,Both sexes,2073
84.3,6547,,VGB,British Virgin Islands,Both sexes,2074
84.4,6547,,VGB,British Virgin Islands,Both sexes,2075
84.6,6547,,VGB,British Virgin Islands,Both sexes,2076
84.7,6547,,VGB,British Virgin Islands,Both sexes,2077
84.8,6547,,VGB,British Virgin Islands,Both sexes,2078
84.9,6547,,VGB,British Virgin Islands,Both sexes,2079
85.0,6547,,VGB,British Virgin Islands,Both sexes,2080
85.2,6547,,VGB,British Virgin Islands,Both sexes,2081
85.3,6547,,VGB,British Virgin Islands,Both sexes,2082
85.4,6547,,VGB,British Virgin Islands,Both sexes,2083
85.5,6547,,VGB,British Virgin Islands,Both sexes,2084
85.6,6547,,VGB,British Virgin Islands,Both sexes,2085
85.7,6547,,VGB,British Virgin Islands,Both sexes,2086
85.8,6547,,VGB,British Virgin Islands,Both sexes,2087
86.0,6547,,VGB,British Virgin Islands,Both sexes,2088
86.1,6547,,VGB,British Virgin Islands,Both sexes,2089
86.2,6547,,VGB,British Virgin Islands,Both sexes,2090
86.3,6547,,VGB,British Virgin Islands,Both sexes,2091
86.4,6547,,VGB,British Virgin Islands,Both sexes,2092
86.5,6547,,VGB,British Virgin Islands,Both sexes,2093
86.6,6547,,VGB,British Virgin Islands,Both sexes,2094
86.8,6547,,VGB,British Virgin Islands,Both sexes,2095
86.9,6547,,VGB,British Virgin Islands,Both sexes,2096
87.0,6547,,VGB,British Virgin Islands,Both sexes,2097
87.1,6547,,VGB,British Virgin Islands,Both sexes,2098
87.2,6547,,VGB,British Virgin Islands,Both sexes,2099
87.3,6547,,VGB,British Virgin Islands,Both sexes,2100
50.5,6547,,VGB,British Virgin Islands,Men,1950
50.2,6547,,VGB,British Virgin Islands,Men,1951
52.6,6547,,VGB,British Virgin Islands,Men,1952
54.3,6547,,VGB,British Virgin Islands,Men,1953
55.5,6547,,VGB,British Virgin Islands,Men,1954
56.4,6547,,VGB,British Virgin Islands,Men,1955
57.1,6547,,VGB,British Virgin Islands,Men,1956
57.8,6547,,VGB,British Virgin Islands,Men,1957
58.4,6547,,VGB,British Virgin Islands,Men,1958
58.8,6547,,VGB,British Virgin Islands,Men,1959
58.6,6547,,VGB,British Virgin Islands,Men,1960
58.5,6547,,VGB,British Virgin Islands,Men,1961
59.8,6547,,VGB,British Virgin Islands,Men,1962
62.2,6547,,VGB,British Virgin Islands,Men,1963
63.7,6547,,VGB,British Virgin Islands,Men,1964
64.4,6547,,VGB,British Virgin Islands,Men,1965
64.6,6547,,VGB,British Virgin Islands,Men,1966
64.0,6547,,VGB,British Virgin Islands,Men,1967
63.2,6547,,VGB,British Virgin Islands,Men,1968
62.8,6547,,VGB,British Virgin Islands,Men,1969
63.6,6547,,VGB,British Virgin Islands,Men,1970
64.3,6547,,VGB,British Virgin Islands,Men,1971
64.4,6547,,VGB,British Virgin Islands,Men,1972
64.7,6547,,VGB,British Virgin Islands,Men,1973
64.6,6547,,VGB,British Virgin Islands,Men,1974
64.6,6547,,VGB,British Virgin Islands,Men,1975
64.9,6547,,VGB,British Virgin Islands,Men,1976
65.4,6547,,VGB,British Virgin Islands,Men,1977
65.1,6547,,VGB,British Virgin Islands,Men,1978
64.7,6547,,VGB,British Virgin Islands,Men,1979
65.0,6547,,VGB,British Virgin Islands,Men,1980
66.5,6547,,VGB,British Virgin Islands,Men,1981
68.0,6547,,VGB,British Virgin Islands,Men,1982
69.7,6547,,VGB,British Virgin Islands,Men,1983
70.8,6547,,VGB,British Virgin Islands,Men,1984
72.6,6547,,VGB,British Virgin Islands,Men,1985
73.3,6547,,VGB,British Virgin Islands,Men,1986
73.1,6547,,VGB,British Virgin Islands,Men,1987
73.0,6547,,VGB,British Virgin Islands,Men,1988
73.4,6547,,VGB,British Virgin Islands,Men,1989
73.1,6547,,VGB,British Virgin Islands,Men,1990
72.2,6547,,VGB,British Virgin Islands,Men,1991
72.0,6547,,VGB,British Virgin Islands,Men,1992
72.9,6547,,VGB,British Virgin Islands,Men,1993
72.4,6547,,VGB,British Virgin Islands,Men,1994
73.0,6547,,VGB,British Virgin Islands,Men,1995
73.0,6547,,VGB,British Virgin Islands,Men,1996
72.7,6547,,VGB,British Virgin Islands,Men,1997
72.7,6547,,VGB,British Virgin Islands,Men,1998
72.2,6547,,VGB,British Virgin Islands,Men,1999
71.7,6547,,VGB,British Virgin Islands,Men,2000
71.7,6547,,VGB,British Virgin Islands,Men,2001
71.8,6547,,VGB,British Virgin Islands,Men,2002
72.0,6547,,VGB,British Virgin Islands,Men,2003
72.3,6547,,VGB,British Virgin Islands,Men,2004
72.3,6547,,VGB,British Virgin Islands,Men,2005
73.2,6547,,VGB,British Virgin Islands,Men,2006
72.5,6547,,VGB,British Virgin Islands,Men,2007
73.0,6547,,VGB,British Virgin Islands,Men,2008
72.6,6547,,VGB,British Virgin Islands,Men,2009
72.9,6547,,VGB,British Virgin Islands,Men,2010
73.0,6547,,VGB,British Virgin Islands,Men,2011
73.0,6547,,VGB,British Virgin Islands,Men,2012
73.0,6547,,VGB,British Virgin Islands,Men,2013
73.0,6547,,VGB,British Virgin Islands,Men,2014
73.0,6547,,VGB,British Virgin Islands,Men,2015
73.0,6547,,VGB,British Virgin Islands,Men,2016
72.3,6547,,VGB,British Virgin Islands,Men,2017
73.1,6547,,VGB,British Virgin Islands,Men,2018
73.1,6547,,VGB,British Virgin Islands,Men,2019
73.1,6547,,VGB,British Virgin Islands,Men,2020
71.7,6547,,VGB,British Virgin Islands,Men,2021
73.6,6547,,VGB,British Virgin Islands,Men,2022
73.8,6547,,VGB,British Virgin Islands,Men,2023
74.0,6547,,VGB,British Virgin Islands,Men,2024
74.1,6547,,VGB,British Virgin Islands,Men,2025
74.3,6547,,VGB,British Virgin Islands,Men,2026
74.5,6547,,VGB,British Virgin Islands,Men,2027
74.7,6547,,VGB,British Virgin Islands,Men,2028
74.8,6547,,VGB,British Virgin Islands,Men,2029
75.0,6547,,VGB,British Virgin Islands,Men,2030
75.2,6547,,VGB,British Virgin Islands,Men,2031
75.4,6547,,VGB,British Virgin Islands,Men,2032
75.5,6547,,VGB,British Virgin Islands,Men,2033
75.7,6547,,VGB,British Virgin Islands,Men,2034
75.9,6547,,VGB,British Virgin Islands,Men,2035
76.1,6547,,VGB,British Virgin Islands,Men,2036
76.3,6547,,VGB,British Virgin Islands,Men,2037
76.5,6547,,VGB,British Virgin Islands,Men,2038
76.6,6547,,VGB,British Virgin Islands,Men,2039
76.8,6547,,VGB,British Virgin Islands,Men,2040
77.0,6547,,VGB,British Virgin Islands,Men,2041
77.2,6547,,VGB,British Virgin Islands,Men,2042
77.4,6547,,VGB,British Virgin Islands,Men,2043
77.6,6547,,VGB,British Virgin Islands,Men,2044
77.8,6547,,VGB,British Virgin Islands,Men,2045
77.9,6547,,VGB,British Virgin Islands,Men,2046
78.1,6547,,VGB,British Virgin Islands,Men,2047
78.3,6547,,VGB,British Virgin Islands,Men,2048
78.5,6547,,VGB,British Virgin Islands,Men,2049
78.7,6547,,VGB,British Virgin Islands,Men,2050
78.9,6547,,VGB,British Virgin Islands,Men,2051
79.1,6547,,VGB,British Virgin Islands,Men,2052
79.3,6547,,VGB,British Virgin Islands,Men,2053
79.5,6547,,VGB,British Virgin Islands,Men,2054
79.6,6547,,VGB,British Virgin Islands,Men,2055
79.8,6547,,VGB,British Virgin Islands,Men,2056
80.0,6547,,VGB,British Virgin Islands,Men,2057
80.2,6547,,VGB,British Virgin Islands,Men,2058
80.4,6547,,VGB,British Virgin Islands,Men,2059
80.6,6547,,VGB,British Virgin Islands,Men,2060
80.8,6547,,VGB,British Virgin Islands,Men,2061
80.9,6547,,VGB,British Virgin Islands,Men,2062
81.1,6547,,VGB,British Virgin Islands,Men,2063
81.3,6547,,VGB,British Virgin Islands,Men,2064
81.4,6547,,VGB,British Virgin Islands,Men,2065
81.6,6547,,VGB,British Virgin Islands,Men,2066
81.8,6547,,VGB,British Virgin Islands,Men,2067
81.9,6547,,VGB,British Virgin Islands,Men,2068
82.1,6547,,VGB,British Virgin Islands,Men,2069
82.2,6547,,VGB,British Virgin Islands,Men,2070
82.4,6547,,VGB,British Virgin Islands,Men,2071
82.5,6547,,VGB,British Virgin Islands,Men,2072
82.7,6547,,VGB,British Virgin Islands,Men,2073
82.8,6547,,VGB,British Virgin Islands,Men,2074
83.0,6547,,VGB,British Virgin Islands,Men,2075
83.1,6547,,VGB,British Virgin Islands,Men,2076
83.2,6547,,VGB,British Virgin Islands,Men,2077
83.4,6547,,VGB,British Virgin Islands,Men,2078
83.5,6547,,VGB,British Virgin Islands,Men,2079
83.6,6547,,VGB,British Virgin Islands,Men,2080
83.8,6547,,VGB,British Virgin Islands,Men,2081
83.9,6547,,VGB,British Virgin Islands,Men,2082
84.0,6547,,VGB,British Virgin Islands,Men,2083
84.2,6547,,VGB,British Virgin Islands,Men,2084
84.3,6547,,VGB,British Virgin Islands,Men,2085
84.4,6547,,VGB,British Virgin Islands,Men,2086
84.5,6547,,VGB,British Virgin Islands,Men,2087
84.6,6547,,VGB,British Virgin Islands,Men,2088
84.8,6547,,VGB,British Virgin Islands,Men,2089
84.9,6547,,VGB,British Virgin Islands,Men,2090
85.0,6547,,VGB,British Virgin Islands,Men,2091
85.1,6547,,VGB,British Virgin Islands,Men,2092
85.2,6547,,VGB,British Virgin Islands,Men,2093
85.4,6547,,VGB,British Virgin Islands,Men,2094
85.5,6547,,VGB,British Virgin Islands,Men,2095
85.6,6547,,VGB,British Virgin Islands,Men,2096
85.7,6547,,VGB,British Virgin Islands,Men,2097
85.8,6547,,VGB,British Virgin Islands,Men,2098
85.9,6547,,VGB,British Virgin Islands,Men,2099
86.1,6547,,VGB,British Virgin Islands,Men,2100
40.6,6547,,VGB,British Virgin Islands,Women,1950
41.0,6547,,VGB,British Virgin Islands,Women,1951
43.1,6547,,VGB,British Virgin Islands,Women,1952
45.9,6547,,VGB,British Virgin Islands,Women,1953
49.0,6547,,VGB,British Virgin Islands,Women,1954
52.8,6547,,VGB,British Virgin Islands,Women,1955
56.4,6547,,VGB,British Virgin Islands,Women,1956
58.8,6547,,VGB,British Virgin Islands,Women,1957
59.3,6547,,VGB,British Virgin Islands,Women,1958
60.1,6547,,VGB,British Virgin Islands,Women,1959
60.6,6547,,VGB,British Virgin Islands,Women,1960
62.0,6547,,VGB,British Virgin Islands,Women,1961
63.4,6547,,VGB,British Virgin Islands,Women,1962
64.9,6547,,VGB,British Virgin Islands,Women,1963
65.7,6547,,VGB,British Virgin Islands,Women,1964
66.1,6547,,VGB,British Virgin Islands,Women,1965
66.1,6547,,VGB,British Virgin Islands,Women,1966
66.3,6547,,VGB,British Virgin Islands,Women,1967
67.1,6547,,VGB,British Virgin Islands,Women,1968
68.8,6547,,VGB,British Virgin Islands,Women,1969
70.5,6547,,VGB,British Virgin Islands,Women,1970
70.7,6547,,VGB,British Virgin Islands,Women,1971
70.7,6547,,VGB,British Virgin Islands,Women,1972
71.9,6547,,VGB,British Virgin Islands,Women,1973
72.6,6547,,VGB,British Virgin Islands,Women,1974
72.0,6547,,VGB,British Virgin Islands,Women,1975
72.2,6547,,VGB,British Virgin Islands,Women,1976
71.7,6547,,VGB,British Virgin Islands,Women,1977
70.9,6547,,VGB,British Virgin Islands,Women,1978
70.9,6547,,VGB,British Virgin Islands,Women,1979
71.1,6547,,VGB,British Virgin Islands,Women,1980
70.7,6547,,VGB,British Virgin Islands,Women,1981
72.1,6547,,VGB,British Virgin Islands,Women,1982
72.5,6547,,VGB,British Virgin Islands,Women,1983
73.8,6547,,VGB,British Virgin Islands,Women,1984
74.4,6547,,VGB,British Virgin Islands,Women,1985
74.3,6547,,VGB,British Virgin Islands,Women,1986
74.1,6547,,VGB,British Virgin Islands,Women,1987
74.7,6547,,VGB,British Virgin Islands,Women,1988
74.8,6547,,VGB,British Virgin Islands,Women,1989
74.9,6547,,VGB,British Virgin Islands,Women,1990
73.7,6547,,VGB,British Virgin Islands,Women,1991
75.0,6547,,VGB,British Virgin Islands,Women,1992
75.3,6547,,VGB,British Virgin Islands,Women,1993
75.2,6547,,VGB,British Virgin Islands,Women,1994
75.7,6547,,VGB,British Virgin Islands,Women,1995
76.6,6547,,VGB,British Virgin Islands,Women,1996
76.5,6547,,VGB,British Virgin Islands,Women,1997
77.6,6547,,VGB,British Virgin Islands,Women,1998
77.2,6547,,VGB,British Virgin Islands,Women,1999
76.8,6547,,VGB,British Virgin Islands,Women,2000
76.5,6547,,VGB,British Virgin Islands,Women,2001
76.4,6547,,VGB,British Virgin Islands,Women,2002
76.3,6547,,VGB,British Virgin Islands,Women,2003
76.5,6547,,VGB,British Virgin Islands,Women,2004
77.5,6547,,VGB,British Virgin Islands,Women,2005
76.7,6547,,VGB,British Virgin Islands,Women,2006
78.0,6547,,VGB,British Virgin Islands,Women,2007
77.2,6547,,VGB,British Virgin Islands,Women,2008
78.2,6547,,VGB,British Virgin Islands,Women,2009
78.2,6547,,VGB,British Virgin Islands,Women,2010
78.3,6547,,VGB,British Virgin Islands,Women,2011
78.3,6547,,VGB,British Virgin Islands,Women,2012
78.4,6547,,VGB,British Virgin Islands,Women,2013
78.5,6547,,VGB,British Virgin Islands,Women,2014
78.6,6547,,VGB,British Virgin Islands,Women,2015
78.6,6547,,VGB,British Virgin Islands,Women,2016
77.4,6547,,VGB,British Virgin Islands,Women,2017
78.8,6547,,VGB,British Virgin Islands,Women,2018
78.8,6547,,VGB,British Virgin Islands,Women,2019
78.8,6547,,VGB,British Virgin Islands,Women,2020
77.5,6547,,VGB,British Virgin Islands,Women,2021
79.3,6547,,VGB,British Virgin Islands,Women,2022
79.4,6547,,VGB,British Virgin Islands,Women,2023
79.6,6547,,VGB,British Virgin Islands,Women,2024
79.7,6547,,VGB,British Virgin Islands,Women,2025
79.8,6547,,VGB,British Virgin Islands,Women,2026
80.0,6547,,VGB,British Virgin Islands,Women,2027
80.1,6547,,VGB,British Virgin Islands,Women,2028
80.3,6547,,VGB,British Virgin Islands,Women,2029
80.4,6547,,VGB,British Virgin Islands,Women,2030
80.6,6547,,VGB,British Virgin Islands,Women,2031
80.7,6547,,VGB,British Virgin Islands,Women,2032
80.8,6547,,VGB,British Virgin Islands,Women,2033
81.0,6547,,VGB,British Virgin Islands,Women,2034
81.1,6547,,VGB,British Virgin Islands,Women,2035
81.3,6547,,VGB,British Virgin Islands,Women,2036
81.4,6547,,VGB,British Virgin Islands,Women,2037
81.5,6547,,VGB,British Virgin Islands,Women,2038
81.7,6547,,VGB,British Virgin Islands,Women,2039
81.8,6547,,VGB,British Virgin Islands,Women,2040
81.9,6547,,VGB,British Virgin Islands,Women,2041
82.1,6547,,VGB,British Virgin Islands,Women,2042
82.2,6547,,VGB,British Virgin Islands,Women,2043
82.3,6547,,VGB,British Virgin Islands,Women,2044
82.5,6547,,VGB,British Virgin Islands,Women,2045
82.6,6547,,VGB,British Virgin Islands,Women,2046
82.7,6547,,VGB,British Virgin Islands,Women,2047
82.8,6547,,VGB,British Virgin Islands,Women,2048
83.0,6547,,VGB,British Virgin Islands,Women,2049
83.1,6547,,VGB,British Virgin Islands,Women,2050
83.2,6547,,VGB,British Virgin Islands,Women,2051
83.4,6547,,VGB,British Virgin Islands,Women,2052
83.5,6547,,VGB,British Virgin Islands,Women,2053
83.6,6547,,VGB,British Virgin Islands,Women,2054
83.7,6547,,VGB,British Virgin Islands,Women,2055
83.9,6547,,VGB,British Virgin Islands,Women,2056
84.0,6547,,VGB,British Virgin Islands,Women,2057
84.1,6547,,VGB,British Virgin Islands,Women,2058
84.2,6547,,VGB,British Virgin Islands,Women,2059
84.3,6547,,VGB,British Virgin Islands,Women,2060
84.5,6547,,VGB,British Virgin Islands,Women,2061
84.6,6547,,VGB,British Virgin Islands,Women,2062
84.7,6547,,VGB,British Virgin Islands,Women,2063
84.8,6547,,VGB,British Virgin Islands,Women,2064
84.9,6547,,VGB,British Virgin Islands,Women,2065
85.1,6547,,VGB,British Virgin Islands,Women,2066
85.2,6547,,VGB,British Virgin Islands,Women,2067
85.3,6547,,VGB,British Virgin Islands,Women,2068
85.4,6547,,VGB,British Virgin Islands,Women,2069
85.5,6547,,VGB,British Virgin Islands,Women,2070
85.6,6547,,VGB,British Virgin Islands,Women,2071
85.7,6547,,VGB,British Virgin Islands,Women,2072
85.9,6547,,VGB,British Virgin Islands,Women,2073
86.0,6547,,VGB,British Virgin Islands,Women,2074
86.1,6547,,VGB,British Virgin Islands,Women,2075
86.2,6547,,VGB,British Virgin Islands,Women,2076
86.3,6547,,VGB,British Virgin Islands,Women,2077
86.4,6547,,VGB,British Virgin Islands,Women,2078
86.6,6547,,VGB,British Virgin Islands,Women,2079
86.7,6547,,VGB,British Virgin Islands,Women,2080
86.8,6547,,VGB,British Virgin Islands,Women,2081
86.9,6547,,VGB,British Virgin Islands,Women,2082
87.0,6547,,VGB,British Virgin Islands,Women,2083
87.1,6547,,VGB,British Virgin Islands,Women,2084
87.2,6547,,VGB,British Virgin Islands,Women,2085
87.4,6547,,VGB,British Virgin Islands,Women,2086
87.5,6547,,VGB,British Virgin Islands,Women,2087
87.6,6547,,VGB,British Virgin Islands,Women,2088
87.7,6547,,VGB,British Virgin Islands,Women,2089
87.8,6547,,VGB,British Virgin Islands,Women,2090
87.9,6547,,VGB,British Virgin Islands,Women,2091
88.0,6547,,VGB,British Virgin Islands,Women,2092
88.2,6547,,VGB,British Virgin Islands,Women,2093
88.3,6547,,VGB,British Virgin Islands,Women,2094
88.4,6547,,VGB,British Virgin Islands,Women,2095
88.5,6547,,VGB,British Virgin Islands,Women,2096
88.6,6547,,VGB,British Virgin Islands,Women,2097
88.7,6547,,VGB,British Virgin Islands,Women,2098
88.9,6547,,VGB,British Virgin Islands,Women,2099
89.0,6547,,VGB,British Virgin Islands,Women,2100
59.9,6547,,VIR,United States Virgin Islands,Both sexes,1950
57.1,6547,,VIR,United States Virgin Islands,Both sexes,1951
58.9,6547,,VIR,United States Virgin Islands,Both sexes,1952
61.5,6547,,VIR,United States Virgin Islands,Both sexes,1953
63.8,6547,,VIR,United States Virgin Islands,Both sexes,1954
62.9,6547,,VIR,United States Virgin Islands,Both sexes,1955
60.9,6547,,VIR,United States Virgin Islands,Both sexes,1956
61.8,6547,,VIR,United States Virgin Islands,Both sexes,1957
64.6,6547,,VIR,United States Virgin Islands,Both sexes,1958
61.8,6547,,VIR,United States Virgin Islands,Both sexes,1959
62.7,6547,,VIR,United States Virgin Islands,Both sexes,1960
63.2,6547,,VIR,United States Virgin Islands,Both sexes,1961
62.8,6547,,VIR,United States Virgin Islands,Both sexes,1962
61.5,6547,,VIR,United States Virgin Islands,Both sexes,1963
64.2,6547,,VIR,United States Virgin Islands,Both sexes,1964
64.8,6547,,VIR,United States Virgin Islands,Both sexes,1965
63.7,6547,,VIR,United States Virgin Islands,Both sexes,1966
64.5,6547,,VIR,United States Virgin Islands,Both sexes,1967
65.2,6547,,VIR,United States Virgin Islands,Both sexes,1968
65.8,6547,,VIR,United States Virgin Islands,Both sexes,1969
66.4,6547,,VIR,United States Virgin Islands,Both sexes,1970
67.0,6547,,VIR,United States Virgin Islands,Both sexes,1971
65.5,6547,,VIR,United States Virgin Islands,Both sexes,1972
67.0,6547,,VIR,United States Virgin Islands,Both sexes,1973
67.3,6547,,VIR,United States Virgin Islands,Both sexes,1974
67.6,6547,,VIR,United States Virgin Islands,Both sexes,1975
67.9,6547,,VIR,United States Virgin Islands,Both sexes,1976
68.1,6547,,VIR,United States Virgin Islands,Both sexes,1977
68.3,6547,,VIR,United States Virgin Islands,Both sexes,1978
68.5,6547,,VIR,United States Virgin Islands,Both sexes,1979
68.7,6547,,VIR,United States Virgin Islands,Both sexes,1980
68.9,6547,,VIR,United States Virgin Islands,Both sexes,1981
69.1,6547,,VIR,United States Virgin Islands,Both sexes,1982
69.4,6547,,VIR,United States Virgin Islands,Both sexes,1983
69.5,6547,,VIR,United States Virgin Islands,Both sexes,1984
69.7,6547,,VIR,United States Virgin Islands,Both sexes,1985
70.0,6547,,VIR,United States Virgin Islands,Both sexes,1986
70.2,6547,,VIR,United States Virgin Islands,Both sexes,1987
70.4,6547,,VIR,United States Virgin Islands,Both sexes,1988
70.5,6547,,VIR,United States Virgin Islands,Both sexes,1989
70.7,6547,,VIR,United States Virgin Islands,Both sexes,1990
70.8,6547,,VIR,United States Virgin Islands,Both sexes,1991
71.0,6547,,VIR,United States Virgin Islands,Both sexes,1992
71.1,6547,,VIR,United States Virgin Islands,Both sexes,1993
71.2,6547,,VIR,United States Virgin Islands,Both sexes,1994
71.2,6547,,VIR,United States Virgin Islands,Both sexes,1995
71.6,6547,,VIR,United States Virgin Islands,Both sexes,1996
